,id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,position,adrs,dept,region,social_object1_libelle,social_object2_libelle,longitude,latitude
1311842,W743000941,ASSOCIATION POUR LE RASSEMBLEMENT DES CAMEROUNAIS ET ASSIMILES EN FRANCE (ARCAS FRANCE),"aide à l'intégration et aide au retour dans le pays natal des adhérents ; aide à l'intégration : accueil, informations conseils pour l'activation des mécanismes administratifs, judiciaires et sociaux pour permettre une intégration réussie ; aide au retour : activation des mécanismes administratifs et judiciaires en france afin de permettre un retour au pays dans la dignité ; proposition et aide à la réalisation de projets pour le retour au pays",18,RUE,Louis Armand,74100,Annemasse,,A,18 RUE Louis Armand 74100 Annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),6.2400445,46.2006631
1311901,W743001000,LUMIERES DU CAMEROUN,"intégration à la vie sociale et active des jeunes filles-mères, d'aide aux orphelins du sida et de la maladie de la lèpre en afrique et surtout au cameroun",163,CHEM1,de la Digue,74100,Étrembières,,A,163 CHEM1 de la Digue 74100 Étrembières,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),6.2261757,46.1786453
1312068,W743001167,B.T.S. BASSONG TENNIS SOLIDARITE,venir en aide aux enfants de bassoumbou (cameroun) en leur donnant une éducation autant scolaire que sportive (tennis),3,PL,de la Vignule,74380,Lucinges,,A,3 PL de la Vignule 74380 Lucinges,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SPORTS/ ACTIVITÉS DE PLEIN AIR,6.3176552,46.1912374
1312165,W743001267,LES INDOMPTABLES DU LEMAN,"créer un climat amical, fraternel entre les différents adhérents et faire régner en son sein une entraide et une solidarité collective; élaborer et réaliser des projets d'aide et de développement en afrique en générale et au cameroun en particulier; rechercher des partenariats avec d'autres associations ou organismes poursuivant les mêmes objectifs",46,RUE,du Chablais,74100,Annemasse,,A,46 RUE du Chablais 74100 Annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),6.2393667646037585,46.1980524
1312292,W743001396,QUEL EST NOTRE REVE?,"promouvoir l'éducation et la scolarisation des jeunes orphelins, handicapé, lépreux au cameroun, aider les jeunes filles-mères ; soutien des initiatives dans les villages par la création de puits d'eau, de coopératives agricoles, équiper les écoles en matériel scolaire ; aider dans les hôpitaux ; solidarité et entraide",15 B,AV,du Maréchal Leclerc,74100,Annemasse,,A,15 B AV du Maréchal Leclerc 74100 Annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,INTERVENTIONS SOCIALES,6.2341093,46.1934005
1312523,W743001632,"R.S.T. (RESPECT, SOLIDARITE, TRANSPARENCE)","promouvoir la culture camerounaise et africaine basée sur les valeurs de respect, de solidarité et de transparence, mais aussi d'entraide et d'amour entre les membres et leur famille",5,RUE,de Genève,74100,Annemasse,,A,5 RUE de Genève 74100 Annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,6.232684,46.1928536
1312610,W743001719,ASSOCIATION DES RESSORTISSANTS ET SYMPATHISANTS DE L'EST-CAMEROUN POUR LE DEVELOPPEMENT ET LA CULTURE (ARSECDC),"entraide et solidarité entre ses membres, promouvoir le développement de l'est-cameroun",3,RUE,Alfred Bastin,74100,Annemasse,,A,3 RUE Alfred Bastin 74100 Annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,6.234839437606835,46.1923025
1312720,W743001829,E. MINIG. A (EVAK MININGA YA CAMEROUN),promouvoir la culture camerounaise et soutenir les personnes en précarité dans la région de centre au cameroun,114,CHEM1,des Côtes,74100,Ville-la-Grand,,A,114 CHEM1 des Côtes 74100 Ville-la-Grand,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,6.2495954,46.2025309
1312767,W743001876,ASSOCIATION SOLIDARITE SANS FRONTIERE,rassembler des africains et les amis de l'afrique sans distinction d'âge de sexe ou d'ethnie ; promouvoir les échanges entre les personnes de toute religion ou nationalité ; faire connaître le cameroun à travers ses spécialités culinaires et culturelles ; aider les compatriotes vivant en haute-savoie qui se trouvent dans le besoin,2,RUE,Lionel Terray,74100,Annemasse,,A,2 RUE Lionel Terray 74100 Annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ACTION SOCIOCULTURELLE,6.2210263,46.1891071
1312777,W743001889,ASSOCIATION BAMILEKES ET AMIS (A.B.A.M.S),"promouvoir la solidarité agissant entre ses membres et de contribuer au développement culturel, économique et social des pays bamilékés au cameroun et au-delà",2 bis,RUE,Honoré de balzac,74100,Ambilly,,A,2 bis RUE Honoré de balzac 74100 Ambilly,Haute-Savoie,Auvergne-Rhône-Alpes,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,6.2237697,46.1919373
1312862,W743001974,ASSOCIATION DOUCEUR DES ANGES,"aide aux enfants abandonnés et orphelins de la ville de yaoundé et des ses environs ; aide pour l'amélioration de la prise en charge des patients dans les centres de santé de certains villages du centre, du sud et de l'est du cameroun",17 B,AV,Napoléon III,74160,Saint-Julien-en-Genevois,,A,17 B AV Napoléon III 74160 Saint-Julien-en-Genevois,Haute-Savoie,Auvergne-Rhône-Alpes,SERVICES FAMILIAUX/ SERVICES AUX PERSONNES ÂGÉES,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,6.0918304,46.1472244
1312949,W743002062,ENFANCE-ESPOIR,"au cameroun, promouvoir le développement social urbain ou local des filles et enfants camerounais par l'éducation, la formation, le culture, le sport et l'encadrement des jeunes orphelins, handicapés et enfants défavorisés, l'insertion sociale, la médiation culturelle, l'aide médicale et humanitaire; promouvoir la participation des jeunes femmes et des jeunes au développement de leur village, de l'environnement, la lutte contre la délinquance, l'exclusion les violences, l'illettrisme, la prévention contre le sida, la famine, les mst et autres fléaux; promouvoir les échanges d'idées et la dynamique de groupe entre jeunes",4,RUE,de la Zone,74100,Ambilly,,A,4 RUE de la Zone 74100 Ambilly,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ÉDUCATION  FORMATION,6.227479629088492,46.193593199999995
1313256,W743002369,LES DYNAMIQUES DU LEMAN,élaborer et planifier des activités culturelles afin de faire mieux connaître la culture camerounaise ; créer un climat fraternel et amical entre les différents adhérents,5,RUE,du Salève,74100,Annemasse,,A,5 RUE du Salève 74100 Annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,CLUBS DE LOISIRS/ RELATIONS,6.229414742607437,46.192195049999995
1313707,W743002922,ASSOCIATION CULTURELLE CAMEROUNAISE - ASCUCAM,"promouvoir la culture camerounaise en france et environs ; préserver et transmettre les valeurs culturelles et spirituelles du cameroun au sein de la communauté résidant en france et environs ; mettre en valeur les intérêts collectifs et individuels des membres de la communauté camerounaise ; susciter et promouvoir un esprit de solidarité, de fraternité et d'entraide entre les membres ; créer un espace de rencontre, de coopération, de dialogue et de partage entre ses membres ; uvrer à l'épanouissement de l'espace géoculturel du cameroun",13,AV,de Verdun,74100,Annemasse,,A,13 AV de Verdun 74100 Annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,6.24416202014652,46.18779035
1314021,W743006236,P & C HANDICAP,"venir en aide et apaiser les souffrances des personnes handicapées, leurs familles et handicapées réfugiées vivant au cameroun, dans les domaines de la santé, l'éducation, la formation, l'insertion professionnelle, la sensibilisations sur leurs droits",01,RUE,de l Esperance,74100,Ville-la-Grand,,A,01 RUE de l Esperance 74100 Ville-la-Grand,Haute-Savoie,Auvergne-Rhône-Alpes,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,6.2505817,46.2002984
1314042,W743006257,ASSOCIATION MARIE-CLAIRE N.KUJA,"aider les enfants orphelins au cameroun
aider les femmes pour éradiquer la pauvreté",4,RUE,rené naudin,74100,Annemasse,,A,4 RUE rené naudin 74100 Annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,6.2459745,46.1937928
1315594,W744001084,ASCEP SOLIDARITE,"venir en aide aux peuples défavorisés dans le monde au travers des actions sportives et culturelles, rendre des services altruistes, encourager et oeuvrer pour faire progresser l'entraide et la paix dans le monde. l'association collecte et envoie des vêtements et du matériel scolaire aux partenaires locaux, qui ont en charge sa distribution auprès d'établissement éducatifs avec lesquels un programme d'aide à la scolarisation a été engagé au cameroun, au tchad et au burkina faso. l'ascep recherche des financements pour les projets de constructions d'écoles, de dispensaires, d'adduction d'eau potable. elle favorise l'échange culturelle et jumelage. la promotion de l'art et de la culture dans le chablais",369,RTE,de Champboulens,74140,Loisin,,A,369 RTE de Champboulens 74140 Loisin,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,6.3099899,46.2922313
1316017,W744001510,OSAC HUMA - ORGANISATION SPORTIVE ASSOCIATIVE ET CULTURELLE,"réunir des personnes qualifiées et de compétences variées au service de productions culturelles, sportives et humanitaires ; il s'agit d'une part d'organiser des événements culturels et sportifs et d'autre part de reverser les bénéfices pour la cause humanitaire ; l'objectif est de financer la collecte et l'envoi de vêtements, de matériel scolaire scolaire aux partenaires locaux qui ont en charge sa distribution auprès d'établissements éducatifs avec lesquels un programme d'aide à la scolarisation a été engagé au cameroun, au tchad et au burkina faso ; l'association recherche des financements pour les projets de constructions d'écoles, de dispensaires et d'adduction d'eau potable ; elle favorise l'échange culturel, les jumelages, la promotion des arts et des cultures",26,AV,de Verdun,74100,Annemasse,,A,26 AV de Verdun 74100 Annemasse,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,6.2412986,46.1842228
1316431,W744001930,ARBAF ASSOCIATION SPORTIVE ET CULTURELLE DES RESSORTISSANTS BABOUTCHA FONGAM A L'OUEST DU CAMEROUN,"réunir les ressortissants du village baboutcha fongam situé dans l'arrondissement de bakou, département du haut nkam, à l'ouest du cameroun afin d'élaborer un plan d'aide au développement ; il s'agit d'une part d'organiser des événements culturels et sportifs et d'autres part de reverser les bénéfices pour les besoins scolaires, sanitaires et humanitaires du village ; l'objectif est aussi de financer la collecte et l'envoi de vêtements, de matériel scolaire aux partenaires locaux qui ont en charge sa distribution auprès d'établissements éducatifs avec lesquels un programme d'aide à la scolarisation a été engagé dans le village ; l'arbaf recherche des financements pour les projets de constructions d'écoles, de dispensaires et d'adduction d'eau potable ; elle favorise l'échange culturel, les jumelages, la promotion des arts et des cultures du village baboutcha fongam",3,RUE,du Docteur Calmette,95140,Garges-lès-Gonesse,,A,3 RUE du Docteur Calmette 95140 Garges-lès-Gonesse,Val-d'Oise,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.399024,48.9703841
1317704,W744006304,KOUME HELP,"développer koume (cameroun) pour améliorer la vie de ses habitants en leur fournissant des logements, infrastructures, écoles, hôpitaux, pharmacies, emplois, moyens de produire des aliments en quantité suffisante, permettre aux habitants d'accéder au confort moderne, sensibiliser les habitants à l'écologie et à la préservation de l'environnement",3,RUE,des Clarisses,74500,Évian-les-Bains,,A,3 RUE des Clarisses 74500 Évian-les-Bains,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,6.5855984,46.4007325
1317991,W744006592,"ASSOCIATION DE JEUNES AU PROFIT DES CAMEROUNAIS ""ESPOIRS DU FUTUR""","promouvoir le développement de la jeunesse camerounaise au travers d'actions humanitaires visant l'éducation, la protection, la nutrition et la santé de jeunes défavorisés, 
- construire des écoles de formation, 
- scolariser les plus démunis et ceux en difficulté physique et mentale, 
- fournir un soutien alimentaire et matériel aux orphelinats et centre d'accueil ;",236,RUE,de la Praly,74890,Bons-en-Chablais,,A,236 RUE de la Praly 74890 Bons-en-Chablais,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),6.3698537,46.2673427
1318133,W744006735,BANTOU STAR ASSOCIATION,"proposer des activités beauté, bien-être et détente dans les ehpad hôpitaux et autres structure en france, distribuer les fournitures scolaire dans les écoles primaires des primaires des villages reculés et aider les jeunes des milieux défavorisés avec du talent à avoir de la visibilité et trouver des partenaires et/ou sponsors sous la forme d'un concours annuel au cameroun",39,AV,du bas chablais,74140,Douvaine,,A,39 AV du bas chablais 74140 Douvaine,Haute-Savoie,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,6.2954785,46.3207513
1323766,W751041316,ASSOCIATION SAINT GERMAIN DES PRES TOKOMBERE,"réunir tous ceux qui, à des titres divers, sont attachés aux valeurs spirituelles, humaines et culturelles, telles qu'elles sont vécues au nord cameroun (diocèse de maroua mokolo et mission de tokombéré), et à paris (paroisse et quartier saint-germain des près)",3,PL,Saint Germain des Prés,75006,Paris,,A,3 PL Saint Germain des Prés 75006 Paris,Paris,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AUTRES,2.334520288534066,48.85396715
1326401,W751065558,HEEGA BAKENG (ASSOCIATION FAMILIALE HEEGA-BAKENG),"promouvoir le regroupement, le rasemblement des ressortissants des familles de l'ancêtre baken; promouvoir la fraternité, l'esprit familial, la solidarité, l'entra'aide, l'union de tous, la protection sociale, spirituelle et physique, maternelle, financière et intellectuelle; mettre en valeur leur humanisme, la civilisation et la culture bassa; exercer dans tous les domaines, des initiatives en vue de l'émancipation constante des populations bassa et de tout le territoire national camerounais",18,RUE,Charles Conrad,93270,Sevran,,A,18 RUE Charles Conrad 93270 Sevran,Seine-Saint-Denis,Île-de-France,INTERVENTIONS SOCIALES,AUTRES,2.5245431,48.9487313
1327478,W751075369,ASSOCIATION NDOG-NÉM FRANCE ANNF,créer et favoriser les contacts le dialogue dvr les liens de fraternité et de solidarité entre ts les ndog nem de france et du cameroun,94,RUE,des Chataigniers,95100,Argenteuil,,A,94 RUE des Chataigniers 95100 Argenteuil,Val-d'Oise,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.252414,48.9571357
1330597,W751101199,CERCLE D'ETUDES DES TRADITIONS ET DE LA CULTURE CAMEROUNAISES CETCC,"étudier les traditions et la culture camerounaises, ainsi que l'amélioration et le développement des relations fraternelles et amicales entre les camerounais",148,AV,d'Italie,75013,Paris,,A,148 AV d'Italie 75013 Paris,Paris,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AUTRES,2.3580928,48.8226294
1331793,W751105303,LES AMIS DE L'INSTITUT CATHOLIQUE DE YAOUNDE CAMEROUN,"contribuer a la réalisation des objectifs de l'institut catholique de yaoundé et des institutions qui s'y rattachent en lui apportant une aide matérielle et soutien morale, en prenant toutes initiatives pour faire connaître l'action de l'institution et lui apporter un soutien pour renforcer son rayonnement, en mobilisant des ressources pour le fonctionnement et le développement de l'institut, en diffusant tous bulletins et publications et en poursuivant toutes activités d'information, et de manière générale en développant tous moyens appropriés, le tous dans le cadre des lois en vigueur",21,RUE,d'Assas,75006,Paris,,A,21 RUE d'Assas 75006 Paris,Paris,Île-de-France,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,AUTRES,2.3293486,48.8482956
1332699,W751109411,ASSOCIATION DES CHRETIENS DU CAMEROUN POUR LE DEVELOPPEMENT ACCD,"réunir, en france comme à l'étranger, au cameroun notamment des personnes s'intéressant de prés ou de loin aux operations de développements communautaires, tels la promotion éthique et matérielle de a population post-scolaire, le changement radical de mentalité basé sur les enseignements de l'église catholique et la sagesse ancestrale africiane, acquisition de nouvelles technologies agro-postales, esprit d'ouverture aux jeunes du monde entier",4,RUE,de Castellane,75008,Paris,www.accd-cameroun.org,A,4 RUE de Castellane 75008 Paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.3255525,48.8722695
1333245,W751111958,ASSOCIATION POUR LE SOUTIEN DES LIONS INDOMPTABLES ASLI,apporter à l'équipe nationale de football du cameroun son soutien matériel et moral,71,BD,Ornano,75018,Paris,,A,71 BD Ornano 75018 Paris,Paris,Île-de-France,SPORTS/ ACTIVITÉS DE PLEIN AIR,AUTRES,2.3480804,48.8934898
1334346,W751118437,ASSOCIATION CAMEROUNAISE D'ENTRAIDE DES RESSORTISSANTS BOOH NSETEUH ET AUTRES DE FRANCE ACERBA,être le lieu de rencontre de tous les boh nseteuh et autres de france,8,RUE,Raymond pitet,75017,Paris,,A,8 RUE Raymond pitet 75017 Paris,Paris,Île-de-France,INTERVENTIONS SOCIALES,AUTRES,2.2967841,48.8899345
1335902,W751128115,ASSOCIATION SOLIDARITE CAMEROUNAISE EN FRANCE ASCF,"assistance morale à tout membre éprouvé par le décès d'un membre direct ou indirect de sa famille. assistance ou soutien financier à tout membre actif éprouvé par le décès d'un membre direct ou indirect de sa famille. assistance ou soutien fionancier le plus élevé en vigueur à l'ayanr droit ( le conjoint, à défaut le descendant ou ml'ascendant) en cas de décès d'un membre actif.",148,AV,d'Italie,75013,Paris,,A,148 AV d'Italie 75013 Paris,Paris,Île-de-France,INTERVENTIONS SOCIALES,AUTRES,2.3580928,48.8226294
1336462,W751131270,ASSOCIATION CAMEROUNAISE ENTRAIDE ET FAMILLE EN FRANCE,"promouvoir toute action humanitaire à destination des populations défavorisées ; réaliser l'entente, la solidarité et la fraternité entre ses membres ; contribuer à leur épanouissement personnel ainsi qu'à l'amélioration de leurs conditions de vie",37,RUE,Duparchy,91170,Viry-Châtillon,,A,37 RUE Duparchy 91170 Viry-Châtillon,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AUTRES,2.365755,48.6740793
1337325,W751135798,COLLECTIF DES ASSOCIATIONS CAMEROUNAISES FRANCE CAC FRANCE,échanger nos expériences favoriser la communication dans et avec la diaspora rassembler harmoniser promouvoir les activités des différentes associations,114,RUE,des Pyrenees,75020,Paris,,A,114 RUE des Pyrenees 75020 Paris,Paris,Île-de-France,CLUBS DE LOISIRS/ RELATIONS,AUTRES,2.4046274,48.8571331
1338958,W751143617,AMICALE MENOUA CAMEROUN DE FRANCE  AMCF,soutenir et promouvoir des initiatives visant a entretenir des liens de solidarité et fraternité entre ses membre de mieux se connaître et s'entraider,16 bis,PL,jules valles,91000,Évry,,A,16 bis PL jules valles 91000 Évry,Essonne,Île-de-France,ENVIRONNEMENT/  CADRE DE VIE,AUTRES,2.4291283,48.6358196
1340608,W751151123,ASSOCIATION SANGHARAJAH BOUR KRY ASBK,venir en aide sous toutes ses formes et par tous les moyens à tous ceux qui sont dans le besoin et surtout au peuple kmer vivant au cambodge,27,RUE,Robert de Flers,75015,Paris,,A,27 RUE Robert de Flers 75015 Paris,Paris,Île-de-France,INTERVENTIONS SOCIALES,AUTRES,2.2833761,48.8488309
1341673,W751155603,CONSEIL DES CAMEROUNAIS D'EUROPE CCE,unir en son sein les associations et d'autres plates formes oeuvrant d'une façon au développement culturel sanitaire sportif scientifique social économique et moral de tous les camerounais etc..,1,RUE,de Gergovie,75014,Paris,,A,1 RUE de Gergovie 75014 Paris,Paris,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,INTERVENTIONS SOCIALES,2.3132518,48.8347601
1342599,W751159475,AKIBA,"promouvoir les échanges artistiques entre la région de la forêt équatoriale camerounaise et la france en particulier, le reste du monde en général par le biais du spectacle vivant, des contes, des musiques traditionnelles, des ateliers et des colloques ; faire connaître lart du conte africain auprès de tout public par des actions ciblées dinformation, de diffusion et de production ; oeuvrer à la recherche des moyens daide aux projets socioculturels dans cette sous-région dafrique centrale ; oeuvrer à la reconnaissance de lart du conte  africain, de ses différentes pratiques et du métier de conteur, de musicien traditionnel auprès des institutions, des administrations, et de tout interlocuteur public ou privés nationaux et internationaux ; offrir aux membres et à ses partenaires une plate-forme déchange et de rencontres, par le biais des festivals, des ateliers, et des reportages multimédias ; défendre une éthique sappuyant sur des principes de partage, de respect et déchanges e",56,RUE,des Maraîchers,75020,Paris,,A,56 RUE des Maraîchers 75020 Paris,Paris,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,ACTION SOCIOCULTURELLE,2.4069046,48.8520592
1343681,W751163408,AFILKAF ASSOCIATION DES FILIATIONS LOGKAT DE FRANCE,"permettre le rassemblement et l'intégration au sein de la société française de tt les filitions logkat, adhérent ou ayabnt manifesté leur volonté d'adhérer à l' afilkaf, favoriser l'entraide et la solidarité entre ses adhérents, favoriser le développement socio-économique et culturel du canton logkat au cameroun",77,RUE,des Côtes d'Auty,92700,Colombes,,A,77 RUE des Côtes d'Auty 92700 Colombes,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),INTERVENTIONS SOCIALES,2.225837152140361,48.91348635
1344304,W751165692,BADZIFENG SANS FRONTIERES D'EUROPE,promouvoir des initiatives visant a développer la santé et l'éducation au village badzifeng en particulier de la menoua et du cameroun en général,56,RUE,Compans,75019,Paris,,A,56 RUE Compans 75019 Paris,Paris,Île-de-France,INTERVENTIONS SOCIALES,AUTRES,2.3932494,48.8782069
1344799,W751167344,L'ESPRIT TRADITIONNEL CAMEROUNAIS ETC,rassemblement et promotion des valeurs morales traditionnelles et la mise en place de ses manifestations parmi ses adhérents,47,BD,Garibaldi,75015,Paris,,A,47 BD Garibaldi 75015 Paris,Paris,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AUTRES,2.3074499,48.8464127
1345566,W751169925,ASSOCIATION DES FOTOUNI DE FRANCE,"favoriser la rencontre de tous les membre
promouvoir les uvres sociales et culturelles du village fotouni en france
s'ouvrir aux autres associations
d'entraide et de lien entre la famille de france et le village fotouni du cameroun",53,RUE,COMPANS,75019,Paris 19e,,A,53 RUE COMPANS 75019 Paris 19e,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),INTERVENTIONS SOCIALES,2.3927368,48.878554
1345686,W751170104,"""FEDERATION INTERTOK""","promouvoir et d'assurer la synergie des associations adhérentes, partenaires du c.p.h (centre de promotion humaine) de tokombéré (nord cameroun).",2,AV,Pasteur Vallery-Radot,94000,Créteil,,A,2 AV Pasteur Vallery-Radot 94000 Créteil,Val-de-Marne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),2.4530731,48.7771486
1345813,W751170267,ASSSOCIATION DES RESSORTISSANTS D'OKOTH VILLAGE AROV,"développement économique, social et culturel du village dokoth au cameroun ; elle devra promouvoir tout ce qui contribuera au développement du village",13,RUE,René Camier,93000,Bobigny,,A,13 RUE René Camier 93000 Bobigny,Seine-Saint-Denis,Île-de-France,AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,2.4530853,48.9098901
