id,titre,objet,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,position,mot_cle
W122001993,FOYER SOCIO EDUCATIF DU COLLEGE JEAN BOUDOU,"promouvoir le sens des responsabilités et l'apprentissage de la citoyenneté des collégiens, développer la vie sociale par l'animation de clubs, par l'animation ou la participation à des activités péri-éducatives par l'organisation de manifestations culturelles festives (quines, tombola, spectacle), participer et organiser des activités de loisirs (sorties, cinéma, bowling), participer aux actions d'entraide et de solidarité, faciliter la vie collégienne en procédant selon les besoins à des groupements de commandes au nom des élèves concernés en négociant en leur nom un prix intéressant auprès des commerçants vendant ces produits (vêtement de travail, outillages, livres, cahiers d'activités, fournitures scolaires spécifiques)",2,RUE,François Fabié,12800,Naucelle,,A,Boudou
W122002012,ORGANISME DE GESTION DE L'ECOLE CATHOLIQUE DE LA SELVE,"assurer la fondation, l'entretien et la gestion de l'école et de tout ce qui se rapporte à l'éducation et à l'enseignement",,,,12170,La    Selve,,A,Ecole
W122002031,ASSOCIATION SPORTIVE TAE KWON DO KORYO,"enseigner le tae kwon do, art martial coreen, dont le but est d'apporter au pratiquant une meilleure maitrise de lui-meme.....",,,,12800,Quins,,A,Meme
W122002035,DJENE MARENA,aide sociale et culturelle au village de djéné-marena,12,IMP,Frédéric Mistral,12630,Agen-d'Aveyron,,A,Djéné
W122002039,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE DE LA SALVETAT PEYRALES,"organisation de manifestations dont les bénéfices permettent de participer au financement d'activités extrascolaires, scolaires, achat de matériel, pour l'école publique",,,,12440,La    Salvetat-Peyralès,,A,Ecole
W122002046,ASSOCIATION DES PARENTS ET AMIS DE L'ECOLE PAUL CAYLA,activités peri-scolaires de l'ecole paul cayla,,,,12510,Druelle Balsac,,A,Ecole
W122002078,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE DE CRUEJOULS,aider au développement de l'école de cruéjouls,,,,12340,Cruéjouls,,A,Ecole
W122002083,ASSOCIATION DES PARENTS D'ELEVES DE L'ENSEIGNEMENT LIBRE DE L'ECOLE SAINT JEAN LA PRIMAUBE,grouper les chefs de famille ayant la charge des enfants inscrits à l'école,16,RUE,des écoliers,12450,Luc,,A,Ecole
W122002101,OGEC ECOLE SAINT JOSEPH,assumer juridiquement la gestion de l'établissement maternelle et primaire de l'enseignement fondé par l'autorité compétente,,,,12450,Luc,,A,Ecole
W122002112,ASSOCIATION DES PARENTS D'ELEVES DE L 'ECOLE PRIVEE DE VILLECOMTAL,grouper les chefs de famille ayant la garde des enfants inscrits à l'école,,,,12580,Villecomtal,,A,Ecole
W122002118,ASSOCIATION DES PARENTS D'ELEVES ECOLE DU CAUSSE,gérer les activités pré-scolaires,,,,12190,Coubisou,,A,Ecole
W122002143,SANG NEUF,organisation de manifestations culturelles de musiques actuelles en aveyron,4,RUE,Le Pavé,12630,Agen-d'Aveyron,,A,Sang
W122002144,ASSOCIATION DE PARENTS D'ÉLÈVES DE L'ENSEIGNEMENT LIBRE DE L'ÉCOLE SAINT PAUL DE RODEZ,"favoriser et garantir le libre choix de l'école, conformément au droit natureldes parnts à l'éducation et à l'instruction de leurs enfants, selon leur conscience, promouvoir le caractère propre de l'enseignment catholique, exprimé dans le projet éducatif de l'établissement, encollaboration avec ses responsables et les organismes concernés, mettre en oeuvre et faire connaître le projet du mouvement des apel et renforcer le sentiment d'appartenance à un mouvement national",35,AV,Victor Hugo,12000,Rodez,,A,Saint Paul
W122002178,ORGANISME DE GESTION DE L'ETABLISSEMENT CATHOLIQUE D'ENSEIGNEMENT ECOLE PRIVEE SAINT JOSEPH,gestion de l'école privée mixte,,,,12290,Le    Vibal,,A,Ecole
W122002195,LEVEZOU EN BIO,"promouvoir l'agriculture biologique en aveyron, l'habitat sain, naturel et écologique proposer des alternatives réalisables pour les économies d'énergie, comprendre et écouter dame nature pour mieux la servir",,,Ferme Lacan,12120,Salmiech,,A,Sain
W122002201,COMITE AVEYRON DE CYCLISME FFC,"encourager, développer, organiser dans le cadre de son territoire, le cyclisme sous toutes ses formes tourismes, (transport, éducation physique, préparation scolaire, universitaire, post-scolaire, militaire) en intégrant à ses actions les fonctions sociales et éducatives de la pratique afin que le cyclisme soit un support de citoyenneté. défendre les intérêts des cyclistes, établir entre eux des relations amicales",6,RUE,des violettes,12850,Onet-le-Château,,A,Post
W122002225,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE SITUEE Â CASSAGNES-BEGONHES,"grouper les chefs de famille ayant la charge des enfants inscrits à l'école, proposer des activités susceptibles d'apporter un soutien matériel et moral à l'école, aux familles et aux maitres",,,,12120,Cassagnes-Bégonhès,,A,Ecole
W122002251,ASSOCIATION USEP DE L'ECOLE PUBLIQUE D'HUPARLAC,"former à la responsabilité, au civisme, à l'autonomie par la pratique d'activités physiques, sportives et de pleine nature, d'activités socio-culturelles, dans le cadre d'un fonctionnement démocratique, contribuer à l'éducation des enfants",,,,12460,Huparlac,,A,Ecole
W122002283,ASSOCIATION MYCOLOGIQUE ET BOTANIQUE DE L'AVEYRON - AMBA,connaissance et protection des champignons et des plantes,15,AV,Tarayre,12000,Rodez,asso-amba.fr,A,Amba
W122002342,REV'IADE ASSOCIATION AVEYRONNAISE DES INFIRMIERS ANESTHESISTES ET DE SALLE DE SURVEILLANCE POST-INTERVENTIONNELLE,"regrouper les recherches et études appliquées aux problèmes de l'anesthésie, réanimation et réveil. participer à la formation continue, développer les relations interprofessionnelles, promouvoir la fonction d'iade",,LOT,la Souyrinie,12330,Salles-la-Source,,A,Post
W122002350,ECOLE DE QUILLES CEOR GIFFOU,"pratique de l'éducation physique et des sports, entre autres les quilles de huit, regroupement  de clubs désirant développer cette pratique chez les jeunes",,,,12170,Durenque,,A,Ecole
W122002391,BARRE AU CAP,"regrouper des hommes et des femmes souhaitant pratiquer la voile et la régate, développer ensemble cette pratique sportive, former des personnes à la voile tout au long de l'année, participer à des opérations concernant la voile, mener des actions sportives et financières nécessaires à son bon fonctionnement",32,RUE,Henri Fabre,12000,Rodez,,A,Long
W122002405,A.P.E. DE L'ECOLE DE LAX,organiser des manifestations en vue de financer des projets de l'école,,,Lax,12160,Baraqueville,,A,Ecole
W122002426,COMITE DEPARTEMENTAL D'EQUITATION DE L'AVEYRON,"promouvoir et développer les activités et les disciplines équestres du saut d'obstacles, concours complet, dressage, attelage, endurance, reining, voltige, horse ball, amazone, équifun, équitation camargue, portugaise, islandaise, américanine, polo, pony games, mounted games, trec et équitation de travail ainsi que toutes les disciplines équestres qui pourraient naître et être reconnues par la ffe ; représenter tous les licenciés pratiquant l'équitation et les groupements équestres adhérents du département ; les cde sont calqués sur les découpages administratifs départementaux ; participer pour tout ce qui concerne le cheval et l'équitation aux actions des pouvoirs publics et de tout organisme constitué en vue du développement de la filière équine",156,AV,du Centre,12160,Baraqueville,,A,Polo
W122002468,PROMOTION ANGERS 201 PROM' S AN 201,favoriser l'épanouissement culturel de ses membres. encourager les relations entre les promotions passées et futures de l'ecole nationale supérieure d'arts et métiers (e.n.s.a.m),66,RUE,de l'Arbre Sec,75001,Paris,,A,Ecole
W122002491,GROUPE ANIMATION ECOLE QUARTIER,"mettre à la disposition de tous ses membres, des moyens d'activités éducatives, sociales et récréatives",,,,12850,Onet-le-Château,,A,Ecole
W122002502,ASSOCIATION USEP ECOLE FRANCOIS MITTERRAND,favoriser la pratique d'activités physiques sportives et socioculturelles visant à l'éducation globale des enfants,2,RUE,de Varsovie,12000,Rodez,,A,Ecole
W122002509,ASSOCIATION DES PARENTS D'ELEVES DE L ECOLE PRIVEE DE GREZES CNE DE SEVERAC L EGLISE,grouper les chefs de famille ayant la charge des enfants inscrits à l'école,,,,12310,Sévérac-l'Église,,A,Ecole
W122002515,PROMOTION EGC 21,"promouvoir l'ecole de gestion et de commerce de rodez et notamment faire connaître la promotion, dont le numéro est indiqué dans le titre, auprès des entreprises et du grand public par des activités culturelles, sportives, médiatiques ou plus étroitement liées au programme pédagogique",,RUE,Aristide Briand,12000,Rodez,,A,Ecole
W122002521,ASSOCIATION RUTHENOISE POUR LE DON DE SANG BENEVOLE,"réunir tous les donneurs de sang en vue de faire respecter le code d'honneur du donneur de sang, soutenir les intérêts des adhérents auprès des pouvoirs publics, fournir une aide technique et morale aux membres, créer un centre de relations amicales, examiner tous les litiges qui pourraient survenir, chercher à augmenter le nombre des donneurs de sang en liaison avec l'etablissement de transfusion sanguine de son ressort",15,AV,Tarayre,12000,Rodez,,A,Sang
W122002527,USEP DE L'ECOLE PUBLIQUE DE PONT DE SALARS,"former à la responsabilité, au civisme, à l'autonomie par la pratique d'activités physiques, sportives et de pleine nature, d'activités socio-culturelles, dans le cadre d'un fonctionnement démocratique ; contribuer à l'éducation globale des enfants",,,rue des écoles,12290,Pont-de-Salars,,A,Ecole
W122002529,ASSOCIATION DES PARENTS D'ELEVES DE L' ENSEIGNEMENT LIBRE DE L'ECOLE SAINTE MARIE DES PRES A SAINT CHRISTOPHE-VALLON,"grouper les chefs de famille ayant la charge des enfants inscrits à l'école, s'occuper de toutes activités susceptibles d'apporter un soutien matériel et moral à l'école , aux familles et aux maîtres, entente avec toutes associations semblables",24,RTE,de Cransac,12330,Saint-Christophe-Vallon,,A,Ecole
W122002579,ADAGE MIDI-PYRENEES,promouvoir la danse néo-classique en aveyron et midi-pyrénées,1,AV,Durand de Gros,12000,Rodez,,A,Midi
W122002585,OGEC DE L'ECOLE PRIMAIRE ET MATERNELLE SAINTE MARIE DE PONT DE SALARS,"assumer la gestion de l'établissement, passer des conventions avec l'état, les collectivités locales",9,RUE,des Ecoles,12290,Pont-de-Salars,,A,Ecole
W122002593,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE PUBLIQUE 'LA PRADELIE' D'AGEN D'AVEYRON (A P E LA PRADELIE),"regrouper les chefs de famille ayant la charge d'enfants inscrits à l'école ; veiller à la défense des intérêts matériels et moraux de leurs enfants, en particulier et de l'enseignement public et laïque en général. représenter les parents d'élèves auprès des pouvoirs publics et d'agir légalement, en leur nom, sur le plan local. organiser toutes activités susceptibles d'apporter un soutien moral et matériel à l'école aux familles et aux maîtres.",,,,12630,Agen-d'Aveyron,,A,Agen
W122002601,USEP ECOLE DE LIOUJAS,"contribuer à la formation du jeune citoyen par le développement de la responsabilité, du  civisme, de l'autonomie au travers de la pratique d'activités physiques, sportives, d'activités socioculturelles",,,Les Castelets,12740,La    Loubière,,A,Ecole
W122002614,ROUERGUE PIGUE,prolonger la campagne du journal centre presse : nos cousins de la pampa à l'occasion du centenaire de la fondation de la ville de piguë (argentine) par des aveyronnais et favoriser les échanges de toutes natures entre l'aveyron et piguë,,,,12500,Saint-Côme-d'Olt,http://rouergue-pigue.com,A,Pampa
W122002630,AMICALE DU PERSONNEL DU COLLEGE JEAN BOUDOU,créer une dynamique relationnelle au sein du collège ; donner les moyens de participer aux évènements exceptionnels qui concernent le personnel,2,RUE,François Fabié,12800,Naucelle,,A,Boudou
W122002652,PETANQUE SALMIECHOISE,"developper la pratique du sport petanque dans la commune compte tenu que celle-ci est equipee de structures (terrain eclaire). faciliter la formation d'arbitres et d'educateurs, favoriser la creation d'une ecole de petanque",,,,12120,Salmiech,,A,Ecole
W122002656,MARILOU TAPE DU PIED,pratique de la danse folklorique et traditionelle,449,AV,du centre,12160,Baraqueville,,A,Tape
W122002665,CONSEIL DEPARTEMENTAL DES ASSOCIATIONS FAMILIALES LAIQUES DE L AVEYRON,"étudier et défendre les droits et les intérêts moraux et matériels des familles ; intervenir auprès des pouvoirs publics, des organismes semi-publics et des collectivités publiques ; créer et fédérer les associations familiales ayant le même but et déclarant vouloir s'affilier au conseil national des association familiales laïques",3 Bis,RUE,Peyrot,12000,Rodez,,A,Semi
W122002701,ATOUT DANSE,"promouvoir ou organiser toute activité autour de la danse : stage de danse, spectacle, gala, manifestation chorégraphique, rencontres, concours",1,AV,Durand de Gros,12000,Rodez,,A,Gala
W122002730,3I4L ASSO,permettre aux étudiants du département informatique de l'école 3il de réunir des fonds pour scolariser des milliers d'enfants au maroc en participant au raid humanitaire étudiant 4l trophy ; assurer des relations indispensables avec les sponsors ; réunir des fournitures scolaires pour les enfants du maroc,,RUE,Vieussens,12000,Rodez,,A,Asso
W122002747,ASSOCIATION DU CONSEIL LOCAL DES PARENTS D' ELEVES DE L'ECOLE PUBLIQUE DE TAYRAC,améliorer la situation matérielle et morale des élèves fréquentant l'école laïque et parfaire l'éducation des adultes,,,,12440,Tayrac,,A,Ecole
W122002748,"ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE NATIONALE DE MUSIQUE DE L'AVEYRON, ANTENNE D'ENTRAYGUES",créer une dynamique de la vie musicale sur le secteur en étant à l'écoute des élèves de l'école et en proposant des animations,,,,12140,Entraygues-sur-Truyère,,A,Ecole
W122002749,SYNDICAT MIDI-PYRENEES DES COMBUSTIBLES,unir professionnellement les négociants en combustibles en leur faisant connaitre leurs obligations légales et être leur mandataire,22,CHEM1,de l'Industrie,31390,Carbonne,,A,Midi
W122002770,ASSOCIATION OC'LIVE,"participer à la diversification culturelle de notre territoire, via notamment  la production et la diffusion des musiques actuelles/amplifiées à rodez et dans sa région ; le développement de la création musicale à travers le large éventail de ses pratiques ; la création d'un lieu de vie, point de rencontres et d'échanges entre les acteurs concernés ; l'impulsion d'une dynamique à partir de l'émergence de nouveaux talents ; la fédération de projet associatif dans le domaine des musiques actuelles/amplifiées, en lien avec les acteurs culturels locaux et en favorisant l'accès à tous ; le tout dans le respect des valeurs suivantes : participer à un mouvement solidaire basé sur l'entraide et la coopération ; favoriser la convivialité et l'intégration ; privilégier les rapports humains dans la bienveillance ; encourager et accompagner l'esprit d'initiative, l'innovation et la créativité ; travailler des partenariats avec des acteurs locaux dans la confiance ; participer au développement culturel et économique sur le territoire en favorisant la proximité ; mener des actions au service d'une utopie de transformation sociale dans un objectif d'épanouissement personnel et d'émancipation de l'individu ; favoriser l'engagement citoyen en se démarquant du secteur marchand",37,AV,Tarayre,12000,Rodez,,A,Basé
W122002789,VALLON SELF DEFENSE VSD,"réunir des personnes désirant pratiquer un sport de self-défense au travers de stage (krav-maga, judo, lutte au sol russe dite ""sambo"", ""gracie ju-jitsu"" appelé aussi ju-jitsu brésilien...) mais aussi toutes les personnes désireuses de trouver le bien être physique et ou moral par le biais d'exercices sportifs et ou relaxant avec l'utilisation  de support naturel (boot camp, amazon-training) ; organiser des conférences, des débats, des ateliers sur les principes généraux de la self-défense (la légitime défense, les conduites à tenir face à l'agression), mais aussi sur des sujets complémentaires (nutrition, condition physique, santé) ; créer des évènementiels en vue de rassembler des pratiquants d'arts martiaux de tout horizon, en vue d'échanger et de pratiquer des disciplines différentes pour perfectionner et enrichir leur compétence martiale, notamment le self-défense",,,LA HALTE DE VANC,12330,Salles-la-Source,,A,Maga
W122002795,LES JARDIFOLIES,"organiser une manifestation annuelle sur le jardin en automne, qui réunit commerçants, artisans et bénévoles qui proposent diverses animations tout au long de la journée",,,,12500,Le Cayrol,,A,Long
W122002796,ART LAIN YE,partager des savoir-faire et diffuser des connaissances ; encourager la création artistique et intellectuelle en incitant à l'ouverture d'esprit ; développer des rencontres inter génération ; sensibiliser et favoriser l'écologie et la biodiversité ; inciter à la protection de l'environnement ; favoriser les échanges locaux,1,IMP,de la Source,25420,Dampierre-sur-le-Doubs,,A,Lain
W122002798,DUPLEX,"faire connaître des musiques peu médiatisées (jazz, bossa nova, samba...) et des créations musicales en organisant des concerts, des cours d'instruments et des enregistrements",,CHEM1,des Truelhs,12330,Clairvaux-d'Aveyron,,A,Samba
W122002815,ASSOCIATION SPORTIVE ET CULTURELLE DE L'ECOLE PAUL RAMADIER,"former tous les élèves de l'école à la responsabilité, au civisme, à l'autonomie par la pratique d'activités physiques et sportives, d'activités socioculturelles, dans le cadre d'un fonctionnement démocratique ; contribuer à l'éducation globale des enfants ; participer aux rencontres et manifestations organisées par l'usep",8,IMP,Paul Ramadier,12000,Rodez,,A,Ecole
W122002845,USEP ECOLE DE GAGES,"contribuer à la formation du jeune citoyen par le développement de la responsabilité, du civisme, de l'autonomie au travers de la pratique d'activités physiques, sportives, d'activités socioculturelles ; se situant dans un cadre de fonctionnement démocratique elle contribue à l'éducation globale des enfants ; participation aux rencontres, épreuves et manifestations organisées ou contrôlées par l'usep",640,RUE,des Ecoles,12630,Montrozier,,A,Ecole
W122002865,ELVEA NORD MIDI-PYRENEES LOZERE,"de concentrer l'offre et d'organiser la mise en marché de la production de ses adhérents conformément à l'article 152, paragraphe 1,  c, i de l'ocm, en négociant un accord-cadre pour tout ou partie de leur production auprès des acheteurs désignés en application d'un mandat conformément à l'article l. 631-24 ii du crpm; à cet effet, elle agit comme mandataire pour la commercialisation des produits de ses adhérents en application d'un mandat écrit non cessible de chaque producteur portant sur tout ou partie de leur production ; de désigner les acheteurs auprès desquels les producteurs s'engagent à apporter tout ou partie de leur production conformément à l'article d. 551-22 du crpm ; d'assurer le contact avec les acheteurs, de leur proposer puis de conclure avec eux des accords-cadres conformes aux exigences de l'article l. 631-24 du crpm ; à titre accessoire, de proposer aux acheteurs la réalisation de prestations",,CARR3,de l'agriculture,12000,Rodez,,A,Midi
W122002877,FAMILLES RURALES DU LAISSAGAIS,"rassembler les familles et les personnes vivant en milieu rural et assurer la défense de leurs intérêts matériels et moraux ; intervenir dans tous les domaines concourant à la promotion des familles et de chacun de leurs membres, amélioration de la qualité de la vie, notamment ceux soumis à l'agrément des pouvoirs publics et semi-publics",1 BIS,PL,du foirail,12310,Laissac,,A,Semi
W122002926,ASSOCIATION DES PARENTS D'ELEVES DE L' ECOLE PRIVEE DE STE-GENEVIEVE/ARGENCE,grouper les chefs de famille ayant la garde des enfants inscrits à l'école ; soutien de l'école et des maîtres,,,,12420,Sainte-Geneviève-sur-Argence,,A,Ecole
W122002955,SAUVEGARDE DES PALANGES,"l'association a pour but : défendre l'environnement et protéger les espaces naturels, la patrimoine bâti, la qualité des paysages, des sites et du patrimoine de département de l'aveyron, du territoire de la communauté de communes du laissagais, du massif forestier des palanges, des communes de bertholène, laissac, séverac-l'eglise, gages-montrozier, agen-d'aveyron, le vibal, arques et la loubière ; l'association se réfère à la convention européenne du paysage ; défendre le cadre de vie, l'environnement, la propriété, la tranquillité, la santé et la sécurité des habitants de la communauté de communes du laissagais et des communes de bertholène, laissac, séverac-l'eglise, gages-montrozier, agen-d'aveyron, le vibal, arques et la loubière contre tous actes et décisions intervenant en matière administrative, urbanistique, environnementale et immobilière ; sensibiliser l'opinion publique aux problèmes d'environnement par toutes campagnes d'information et d'action, et de former ses membres à la connaissance du patrimoine, des espèces animales et végétales et de l'environnement du département de l'aveyron ; défendre l'identité culturelle du paysage et du patrimoine, ainsi que les intérêts naturels, économiques, historiques et sociaux ; lutter, notamment par toutes actions en justice, contre les projets et installations des parc éoliens dans le département de l'aveyron, et particulièrement dans le périmètre de la communauté de communes du laissagais et les communes voisines du massif des palanges, projets qui sont incompatibles avec les sites remarquables, monuments, équilibres biologiques, espèces animales et végétales, et avec la santé et la sécurité des habitants ainsi qu'avec la sécurité et la salubrité publique ; l'association se réfère notamment à cet égard à la convention européenne des paysages ; prémunir la dégradation des ressources naturelles : défendre l'application des lois et réglementations territoriales en vigueur ; favoriser de développement de projets utiles à la vie de l'homme et respectueux des sites naturels et répertoriés ;",22,AV,du Rouergue,12310,Bertholène,,A,Agen
W122002974,SOCIETE DES ANCIENS ELEVES ET AMIS DE L' ECOLE PUBLIQUE-ENTRAYGUES-,"soutenir, défendre l'école laïque et aider à son recrutement et à sa prospérité",,,,12140,Entraygues-sur-Truyère,,A,Ecole
W122002982,GROUPEMENT TECHNIQUE VETERINAIRE (GTV) DE L'AVEYRON,formation post universitaire des vétérinaires,76,AV,de Rodez,12450,Luc,,A,Post
W122002996,FASEN LA BOTA A SAINT JUST,organiser diverses animations dans le village afin de favoriser les liens d'amitié entre les gens,,,,12800,Saint-Just-sur-Viaur,,A,Bota
W122003002,SYNDICAT DE CHASSE ET DE PECHE DE LA COMMUNE D AGEN D AVEYRON,"protection des récoltes, répression du braconnage, repeuplement en gibier",,,,12630,Agen-d'Aveyron,,A,Agen
W122003020,INDIAN SONG,aider et soutenir de manière durable des écoles du territoire de pondichérry dans le sud de l'inde,,,,12140,Entraygues-sur-Truyère,,A,Song
W122003101,ASSOCIATION SPORTIVE USEP DE L'ECOLE DE LARDEYROLLES CASTANET,"former à la responsabilité, au civisme, à l'autonomie par la pratique d'activités physiques, sportives et de pleine nature, d'activités socio-culturelles dans le cadre d'un fonctionnement démocratique ; contribuer à l'éducation globale des enfants",,,Lardeyrolles,12240,Castanet,,A,Ecole
W122003148,ASSOCIATION AVEYRONNAISE DES CENTRES DE VACANCES ET ACTIVITES DE LOISIRS,"contribution à l'éducation des enfants et jeunes, sans aucune discrimination et en favorisant l'ouverture à tous et le brassage social ; essentiellement par des activités de loisirs éducatifs, tout au long de l'année et pendant les vacances scolaires",1,RUE,Sarrus,12000,Rodez,,A,Long
W122003184,COMITE DES FETES D'AGEN D'AVEYRON,"organisation de fêtes, repas et animations à agen d'aveyron",,,,12630,Agen-d'Aveyron,,A,Agen
W122003187,PAYSAGES ET TERRITOIRES,"préparer, tester, développer et accompagner le projet en situation réelle afin d'en vérifier la viabilité économique dans un cadre légal avant la création ou la reprise de l'entreprise ; aboutir à l'appropriation des différents aspects du métier de chef d'entreprise ; améliorer et réussir la qualité des projets de création ou reprise et par la même, le taux de survie de ces nouvelles entreprises et générer de nouveaux emplois ; apporter ce qui directement ou indirectement permet ou facilite  ma réalisation de son objet",21,AV,de Villefranche,12390,Rignac,,A,Légal
W122003198,L ECOLE EXPERIMENTALE DE LA CHABRAQUE,formation aux métiers du cheval et à ses activités annexes par les filières appropriées au type d'élèves accueillis,,,Sever,12240,Castanet,,A,Ecole
W122003212,ASSOCIATION GYMNASTIQUE ENTRETIEN D'AGEN D'AVEYRON  AGEA,"pratique de la gymnastique d'entretien, activités de pleine nature, aquatiques, vélo, randonnées",,PL,Marc Robert,12630,Agen-d'Aveyron,,A,Agen
W122003218,COOPERATIVE SCOLAIRE USEP DE L'ECOLE  DE TREMOUILLES,"former à la responsabilité, au civisme et à l'autonomie par la pratique d'activités physiques et sportives de pleine nature, d'activités socio-culturelles, dans le cadre d'un fonctionnement démocratique ; contribuer à l'éducation globale des enfants",,,,12290,Trémouilles,,A,Ecole
W122003240,ASSOCIATION DES PARENTS D'ELEVES ECOLE PUBLIQUE DE BOZOULS,apporter un soutien moral et matériel à l'école publique et resserrer les liens d'amitié et de solidarité entre les parents,,,,12340,Bozouls,,A,Ecole
W122003253,ASSOCIATION DES GRADZARTS DE LA PROMO BO 194-197,maintenir les relations entre ses membres ; conserver la cohésion du groupe afin de venir en aide à ses membres ; apporter un soutien moral et financier en cas de besoin aux membres de l'association ; promouvoir l'ecole nationale supérieure d'arts et métiers (e.n.s.a.m) ainsi que le monde des gadz'arts ; perpétuer l'esprit des traditions au sein des promotions nouvelles ; défendre l'idéal gadzarique qui est celui de la fraternité,22,AV,Henri Martin,31770,Colomiers,,A,Ecole
W122003268,ASSOCIATION DES PARENTS D'ELEVES DE L'ECOLE DE SAINTE GENEVIEVE SUR AGENCE,"a pour but de proposer aux parents d'élèves de l'ecole publique de sainte genevieve, ainsi qu'à leur proches, des animations festives ou culturelles (ex:kermesses, spectacles, lotus, tombola's, vide greniers, bourses aux livres, goûters...) et de mettre en relation des intervenants extérieurs avec l'association.",,,,12420,Sainte-Geneviève-sur-Argence,,A,Ecole
W122003348,TERIMA KASIH,aider les derniers paludiers de bali à pérenniser leur métier unique de production de fleur de sel  ; qu'ils puissent vendre leur production à un prix équitable en fabricant avec eux des coffrets souvenir par des artisans et en matériaux locaux destinés à un tourisme responsable,2,RUE,Adolphe Boisse,12340,Bozouls,,A,Bali
W122003349,CLUB CANIN DU PAYS RUTHENOIS,de conseiller et de guider ses adhérents dans l'éducation de leurs chiens pour que ceux-ci s'intègrent bien dans l'environnement social et  d'assurer la promotion et la bonne pratique des activités canines reconnues par la société centrale canine pour permettre le développement des aptitudes des différentes races afin que les chiens soient mieux en mesure de participer aux épreuves et concours organisés par la société centrale canine et ses membres,,,,12000,Le    Monastère,http://www.clubcaninrodez.com/,A,Guider
W122003357,LES AMIS DE MANGA,"actions humanitaires forages, écoles, santé",,,,12500,Saint-Côme-d'Olt,,A,Manga
W122003375,INSTITUT COOPERATIF DE L'ECOLE MODERNE AVEYRONNAIS ICEM 12,centraliser toutes les tentatives pédagogiques modernes pour en répandre les procédés et les résultats et en favoriser le développement dans le travail scolaire,2,RUE,Abbé Bessou,12000,Rodez,,A,Ecole
W122003396,M.A.M ASSO,"prodiguer des massages assis de bien être et de confort, non médicaux, pouvant y associer d'autres pratiques non médicales tendant au mieux être des individus",10,RES,Le Pradal,12390,Rignac,,A,Asso
W122003399,"REGROUPEMENT D'ASSOCIATIONS,D'ETABLISSEMENT ET DE SERVICES SANITAIRES,SOCIAUX ET MEDICAUX SOCIAUX POUR L'AMELIORATION DE LA PRISE EN CHARGE DE LA PERSONNE HUMAINE TOUT AU LONG DE SA VIE",proposer la continuité de la prise en charge des personnes en situation de fragilité ; créer des modes de prise en charge globalisés et originaux pour ces publics ; optimiser les modes de prise en charge en maillant le territoire ; pérenniser l'activité de ses membres ; mutualiser les moyens et les partenariats avec des établissements et services privés non lucratifs et publics ;  promouvoir les activités de l'association ; aider les associations adhérentes à remplir l'objet défini dans leurs statuts respectifs ; accompagner dans leur gestion les structures adhérentes ; répondre aux appels à projet des pouvoirs publics,380,AV,de la basilique,12450,Calmont,,A,Long
W122003422,BASKET CLUB ENTRAYGUES,evolution d'une équipe séniors féminine dans le championnat de basket aloa,,,,12140,Entraygues-sur-Truyère,,A,Aloa
W122003458,LE PONT,favoriser les échanges culturels franco-chinois ; favoriser le maintien en bonne santé par la pratique du dao yin yang sheng gong,1,RUE,des myosotis,12000,Onet-le-Château,,A,Yang
W122003470,ABOUT WEST,"promouvoir et mettre en valeur les traditions, la culture,  diverses activités  de l'univers américain (d'hier et d'aujourd'hui) ; promotion de la musique, des danses, de l'histoire, des reconstitutions, spectacles, animations ainsi que toute organisation de soirées et événements divers ayant trait à l'univers américain ; cette action se place en dehors de toute appartenance politique, syndicale ou religieuse",,LD,Moulin de CEOR,12120,Cassagnes-Bégonhès,,A,About
W122003497,ONET TWIRLING BATON,initier les jeunes à la pratique du twirling bâton de façon ludique et soprtive,6 bis,RUE,du Camp Franc,12000,Onet-le-Château,,A,Baton
W122003525,"ASSOCIATION POUR LA DECOUVERTE, L'ECHANGE ET LA CULTURE","permettre aux habitants de la commune d'agen d'avoir sur place accès à une vie culturelle diversifiée, par l'organisation de conférences sur les problèmes de sociétés ; créer des occasions de rencontre ; créer un lieu de rencontre et d'activités pour les enfants et les jeunes ; monter une équipe de bénévoles pour donner un coup de pouce aux jeunes en difficulté scolaire",,,,12630,Agen-d'Aveyron,,A,Agen
W122003526,ASSOCIATION SPORTIVE USEP ECOLE PUBLIQUE DE ST AMANS DES COTS,"pratique d'activités physiques , sportives et socioculturelles visant à l'éducation globale des enfants",,,,12460,Saint-Amans-des-Cots,,A,Ecole
W122003532,ASSOCIATION DES PRESIDENTS DE CLUBS DE L'AVEYRON FOOTBALL - APAF,"fédérer l'ensemble des clubs de football de l'aveyron pour être une force constructive pour dialoguer, discuter, expliquer, échanger et faire admettre un certain nombre de points aux instances officielles : district de foot de l'aveyron, ligue midi-pyrénées, conseil général",13,AV,du Ségala,12000,Le    Monastère,,A,Midi
