id,objet,adrs,dept,region,social_object1_libelle,titre,facebook_url,helloasso_url,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,social_object2_libelle,longitude,latitude
W133006659,"accueil et aide à l'intégration de tous; actions de sensibilisation pour la citoyenneté des ses membres; solidarité entre les peuples, entraide mutuelle, rapatriement des dépouilles mortuaires, actions humanitaires, art et culture; promotion et codéveloppement du territoire Bassa Cameroun",93 la canebiere 13001 marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),IKUU BASSA BA MARSEILLE ASSOCIATION DES BASSA DE MARSEILLE,,,93,,la Canebière,13001.0,Marseille,,AUTRES,5.3817239,43.2981284
W133011249,"promouvoir le développement rural de Bakoua au Cameroun; construire des dispensaires et des cases de santé pour favoriser les soins de première nécessité; construction d'écoles pour favoriser l'éducation des enfants isolés et illettrés; réalisation de forages, de puits d'eau et canalisation des eaux potables; électrification des villages; création de coopératives agricoles; aider les personnes âgées et handicapées pour leur apporter un soutien moral et matériel, collecte du matériel  médicale et paramédicale et toutes sortes d'équipement confondus et les remettre aux usagers nécessiteux à mains propres, orienter notre action vers des personnes défavorisées dont les difficultés de tous ordres limitent une insertion  normale dans la vie sociale et professionnelle au niveau Bakoua pour véhiculer : les valeurs de respect, d'accueil, de simplicité et de chaleur humaine par le message d'union et de fraternité, promouvoir les repères nécessaires pour apporter à chacun selon ses possibilités, les matériaux nécessaires pour qu'ils se construisent",93 la canebiere 13001 marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION AIDE AU DEVELOPPEMENT DE BAKOUA (AADB),,,93,,la Canebière,13001.0,Marseille,,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,5.3817239,43.2981284
W133011421,"soutien moral, matériel et financier aux projets de développement de l'association CHASAAD située à Yaoundé au Cameroun ; faire connaître le projet de développement CHASAAD dans le Pays d'Aubagne et au-delà ; chercher et obtenir les concours d'autres associations y compris d'envergure nationale pour mettre en valeur et assurer le succès dans la continuité de cette action de partenariat",140 allee robert govi 13400 aubagne,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,CHASAADD - FRANCE,,https://www.helloasso.com/associations/chasaadd,140,ALL,Robert Govi,13400.0,Aubagne,,AUTRES,5.5715945,43.2966472
W133018683,promouvoir la culture Beti ; créer un espace de solidarité dans un esprit d'accueil de ses adhérents ; porter aide aux populations défavorisées du Cameroun,1 rue rodolphe pollack 13001 marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,INTERVENTIONS SOCIALES,BETI BE NANGA,,,1,RUE,Rodolphe Pollack,13001.0,Marseille,,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,5.3699525,43.2961743
W133018717,permettra de développer ses activités sur le territoire français ; diffuser les connaissances de la culture française et des valeurs de la population du Cameroun ; établir des liens d'amitié culturels entre la France et le Cameroun ; promouvoir la reconnaissance mutuelle basée sur le respect ; sensibiliser la société française sur les problèmes de la population du Cameroun afin de promouvoir la solidarité et la coopération dans le développement de la population et du Cameroun ; assurer la continuité du groupe de danse et percussions africaine salamandre,8 boulevard de la blancarde 13004 marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,ACTION SOCIOCULTURELLE,"NTAPKEU DE BAFIA, LA VOIX DU PEUPLE BAFIA (NBVPB)",,,8,BD,de la Blancarde,13004.0,Marseille,,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,5.3973516,43.3026255
W133019567,"favoriser l'entraide et la solidarité auprès des enfants et des familles de la communauté Kako, située à l'est du Cameroun (Batouri, Mindourou etc)",143 boulevard paul claudel 13010 marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,MAGNAN MA,,,143,BD,Paul Claudel,13010.0,Marseille,,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,5.4222087,43.2698794
W133021353,"aider les compatriotes du Cameroun qui sont dans la précarité ; intervenir en Afrique, au Cameroun principalement ; apporter aide et assistance à l'enfance en détresse ; améliorer la qualité de vie des enfants au quotidien et au développement de l'accés à l'éducation : ces actions sont menées en collaboration avec des organisations locales, communautés villageoises et institutions mais aussi avec d'autres associations",142 rue breteuil 13006 marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,PEACE AND VILLAGE,https://fr-fr.facebook.com/peaceandvillage/,,142,RUE,Breteuil,13006.0,Marseille,,ÉDUCATION  FORMATION,5.3781811,43.2843345
W133021992,aide aux enfants orphelins de Moungo (Cameroun) ; respect des droits et libertés de l'enfant ; accompagner les enfants vers l'autonomie ; prendre en compte les enfants dans leur intégralité ; aide à la scolarité ; soins médicaux,68 boulevard des alpes 13012 marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,SANTÉ,M3 ORPHELINS DU MOUNGO,https://www.facebook.com/Mtroiorphelins-du-Moungo-452805582229711/posts/,,68,BD,des Alpes,13012.0,Marseille,,SERVICES FAMILIAUX/ SERVICES AUX PERSONNES ÂGÉES,5.4147606,43.3038907
W133023840,"aide aux enfants et jeunes défavorisés de la ville de Douala au Cameroun et notamment : encadrement des enfants défavorisés de tout âge ; épanouissement socio-culturel desdits enfants ; l'initiation et la formation en informatique ; promotion de l'auto-emploi des enfants et jeunes défavorisés ; promouvoir l'accès à la formation et la connaissance de l'outil informatique notamment en matière de bureautique, maintenance et administration réseau, base de données, etc",69 trav tiboulen 13008 marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,LES ENFANTS DE L'AVENIR,https://www.facebook.com/people/Les-Enfants-de-LAvenir/100063463392853/,,69,TRAV,Tiboulen,13008.0,Marseille,,AUTRES,5.3699525,43.2961743
W133027591,"promouvoir l'entraide entre les membres de DIASPO-BIOMED, promouvoir la formation et la recherche Biomédicale en Afrique en général et au Cameroun en particulier ;",6 rue bussy l indien 13006 marseille 6,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,RECHERCHE,DIASPO-BIOMED,,,6,RUE,Bussy l Indien,13006.0,Marseille 6,,AUTRES,5.437211239535051,43.35435285
W133035049,soutenir les actions de Mane-Uru au Cameroun dans la lutte contre la pauvreté et le soutien à la scolarisation des enfants ou des jeunes les plus démunis ;,5 rue antoine pons 13004 marseille 4,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),MANE-URU FRANCE,,,5,RUE,Antoine Pons,13004.0,Marseille 4,,AUTRES,5.3769115391115205,43.35235425
W142002146,Venir en aide aux orphelins de sida et aux enfants atteints du sida au Cameroun,14123 ifs,Calvados,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,YOM,,,,,,14123.0,Ifs,,AUTRES,-0.3496385,49.1380679
W142004576,lutter contre l'insécurité routière à l'encontre des enfants au Cameroun,161 impasse du hamel 14200 herouville-saint-clair,Calvados,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,PRINCESSE ROUTE ET VIES,,,161,IMP,du Hamel,14200.0,Hérouville-Saint-Clair,,INTERVENTIONS SOCIALES,-0.3244246,49.1957607
W142006267,"accompagner le développement des projets quotidiens des habitants du village de Mekom situé au sud Cameroun, scolariser les enfants, développer leur agriculture, commercialiser leurs produits, mettre en oeuvre des campagnes de soins",route de maisoncelles 14210 vacognes-neuilly,Calvados,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,TITAMANGA,,,,RTE,de Maisoncelles,14210.0,Vacognes-Neuilly,,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,-0.5276509,49.0743229
W142007127,"aider au développement économique local de la ville de Kribi au Cameroun dans les domaines scolaires et d'enseignement dans le but d'améliorer les conditions de vie quotidienne au travers de l'assainissement, l'eau, les toilettes",3 avenue boieldieu 14150 ouistreham,Calvados,Normandie,ACTION SOCIOCULTURELLE,CODEKO CO-DEVELOPPEMENT KRIBI OUISTREHAM,,,3,AV,Boieldieu,14150.0,Ouistreham,,REPRÉSENTATION/ PROMOTION ET DÉFENSE D'INTÉRÊTS ÉCONOMIQUES,-0.2752125836526185,49.289423
W142010236,"soutenir et contribuer aux actions de développement spécifiques et communautaires en Afrique ; organiser entre ses membres une rencontre mensuelle afin de nouer des liens d'amitié, de solidarité, d'entraide, d'échanges et de dialogue amical dans un esprit de convivialité ainsi qu'organiser des activités socio-culturelles et sportives ; contribuer à l'effort éducatif par la distribution du matériel éducatif (livres, cahiers, stylos, outils informatiques) auprès des écoles en Afrique (Cameroun, Gabon, Togo, Nigeria ...) ; aider à équiper des salles de classes ; développer une proximité avec les habitants du continent africain en soutenant les micros projets locaux de développement en Afrique (creuser un puits par exemple) dans la perspective d'améliorer la qualité de vie de ses populations",39 bis avenida calle de paris 14000 caen,Calvados,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION DES AFRICAINS DYNAMIQUES ET SOLIDAIRES DU CALVADOS,,,39 bis,AV,de Paris,14000.0,Caen,,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),-0.3635615,49.1813403
W142010722,"favoriser et organiser les rencontres et échanges entre ses adhérents, effectuer des actions d'aides médicales, sociales, éducatives, culturelles et humanitaires au profit des populations de Main sur le Coeur O'Mulema en particulier du Cameroun en général",6 allee de la residence d'harcourt 14123 fleury-sur-orne,Calvados,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,MAIN SUR LE COEUR O'MULEMA,,,6,ALL,de la Résidence d'Harcourt,14123.0,Fleury-sur-Orne,,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,-0.370046,49.1544379
W142011453,"venir en aide aux enfants et femmes de conditions précaires en Afrique en général et du Cameroun en particulier : activités économiques, activités intellectuelles et culturelles, activités de soutien moral, activités d'aide aux soins médicaux",15 rue louis lachenal 14000 caen,Calvados,Normandie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),LES FEMMES VINTAGE DE NORMANDIE,https://www.facebook.com/femmesvintageN/,https://www.helloasso.com/associations/les-femmes-vintage-de-normandie,15,RUE,Louis Lachenal,14000.0,Caen,,AUTRES,-0.342946,49.1557665
W142012761,"promouvoir le métier de soudure dans son ensemble en répondant aux besoins liés aux activités socio-économique du Cameroun, permettant la formation de jeunes caemrounais, ceci permettra en outre d'éviter l'expatriation de ces jeunes au péril de leur vie ; récupérer des outils et matériels nécessaires à la formation, l'insertion par le travail des publics et en particulier des jeunes Camerounais éloignés de l'emploi",1 residence des pinsons 14000 caen,Calvados,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SOUDURE SOLIDAIRE,,,1,RES,des Pinsons,14000.0,Caen,,AUTRES,-0.3909218,49.1945935
W142016052,"venir en aide aux enfants défavrisés des villages reculés du Cameroun qui n'ont pas accès à l'école, l'éducation, l'eau potable, aux fournitures scolaires, etc",20 rue des carlettes 14730 giberville,Calvados,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,L'ECOLE DU COEUR,,,20,RUE,des Carlettes,14730.0,Giberville,,AUTRES,-0.2900978341836734,49.1859775
W142016616,venir en aide aux enfants et adultes de Batcheu dans le but d'améliorer leurs conditions de vie sur le plan de la santé de la scolarité dans la région de l'ouest du Cameroun,213 boulevard du grand parc 14200 herouville-saint-clair,Calvados,Normandie,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION CERCLE DES RESSORTISSANTS ET SYMPATHISANTS DE BATCHEU,,,213,BD,du Grand Parc,14200.0,Hérouville-Saint-Clair,,AUTRES,-0.3400821,49.1974482
W144000787,"mettre en place des programmes humanitaires au Cameroun, et particulièrement dans la région de la Ménoua, dans le domaine de l'éducation (accès aux savoirs fondamentaux), de la santé (accès aux premiers soins), de l'environnement : amélioration du cadre de vie",la pannerie 14350 mont-bertrand,Calvados,Normandie,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),SOLEIL D'ESPOIR,,https://www.helloasso.com/associations/association-soleil-d-espoir,,,La Pannerie,14350.0,Mont-Bertrand,,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,-0.9156345,48.9665362
W152004154,"créer et préserver les liens entre les africains de la région Auvergne-Rhône-Alpes et les environs à travers des échanges, des rencontres et activités communes, les connecter ; participer à la promotion de la qualité de vis localement à travers des activités dédiées aux enfants, adultes : ateliers (cuisine/contes/créatifs/ ... et des stages) et laccompagnement des personnes âgées en institutions (promenades ou sorties au sein de l'établissement, causeries,...) ; participer à la promotion de la qualité de vie des individus en Afrique en général et au Cameroun en particulier (santé, éducation) à travers l'information (prospectus / dépliants, ...) et des actions de proximité : conférences, ateliers manuels, stages, séminaires, distribution de solutions, médicaments essentiels en soin de santé primaire (de médicaments, aides, prothèses, accessoires...)",la croix rognee 15200 mauriac,Cantal,Auvergne-Rhône-Alpes,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,DIVERSITE AFRICAINE,,https://www.helloasso.com/associations/diversite-africaine,,,LA CROIX ROGNEE,15200.0,Mauriac,,AUTRES,-0.0289804,44.7450537
W161004899,"une action humanitaire, culturelle et sociale, menée par de jeunes bénévoles afin d'aller restaurer et fournir une école à Kribi, au Cameroun",7 faubourg saint-maurice 16220 montbron,Charente,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,KRI'GOUILLE,https://www.facebook.com/people/Kri-Gouille/100005037494762/,https://www.helloasso.com/associations/kri-gouille-cameroun,7,FAUB,Saint-Maurice,16220.0,Montbron,http://krigouille.blogspot.fr/,AUTRES,0.5034167804014159,45.669652
W161009615,"améliorer le quotidien des enfants vulnérables et orphelins du Mbam au Cameroun ; cibler les enfants orphelins ou vulnérables en général dans les quartiers précaires du Mbam ; créer des partenariats avec des écoles en France, Allemagne et dEurope ; récupérer le matériel médical sous forme de dons des hôpitaux de France, dAllemagne, dEurope et dAmérique afin de le redistribuer dans les dispensaires des zones enclavées sous-équipées pour apporter un soutien au personnel de santé",23 impasse des fossiles 16400 la couronne,Charente,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,' MBAM ORPHELINS '',,,23,IMP,des fossiles,16400.0,La    Couronne,,AUTRES,0.1116577,45.6212429
W162002237,"sensibilisation des personnes de tous bords : les jeunes des collèges, des lycées et des étudiants à travers la mobilité (Erasmus +), aller soutenir des projets de distributions de petits déjeuners gratuits au Cameroun. Grâce à la méthodologie de projet et la recherche de financement, participer à d'énormes projets culturels, sportifs et s'associer à d'autres associations pour oeuvrer ensemble pour diminuer les inégalités sociales à travers le petit déjeuner qui est le repas le plus important de la journée",10 rue de masseville 16370 cherves-richemont,Charente,Nouvelle-Aquitaine,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,BREAKFAST FOR SUCCESS,https://www.facebook.com/Breakfast-for-Success-570685643276108/,,10,RUE,de Masseville,16370.0,Cherves-Richemont,,AUTRES,-0.3385613730077575,45.7479563
