id,objet,adrs,dept,region,social_object1_libelle,titre,facebook_url,helloasso_url,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,social_object2_libelle,longitude,latitude
W913012406,"mener des actions sociales et humanitaires visant à lutter contre l'exclusion, la solitude et la pauvreté en France et dans le monde ; elle se propose de : exercer la solidarité auprès des personnes exclues ou vivant dans une situation de précarité ; contribuer à l'amélioration de conditions de vie des populations au Cameroun ; soutenir et pratiquer l'entraide entre les adhérents en mettant en place des temps de partages, de convivialité et d'échanges entre adhérents et sympathisants afin de garder les liens d'amitié et de fraternité",6 allee charles gounod 91310 longpont-sur-orge,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),LES BÂTISSEURS,,,6,ALL,Charles Gounod,91310.0,Longpont-sur-Orge,,AUTRES,2.2790955,48.6545472
W913012835,"cette association a pour objet : entraide, solidarité, aide aux projets dans le département de l'océan (CAMPO Cameroun)",13 rue helene boucher 91420 morangis,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),IYASSA DJA MOUNDJA,https://www.facebook.com/Association-Iyassa-Dja-Moundja-100381765102406/,,13,RUE,Helene Boucher,91420.0,Morangis,,AUTRES,2.3267008,48.69073
W913012931,"promouvoir la culture Bamendjou - Cameroun
développer un sens de solidarité
développer un sens d'entraide mutuelle entre les membres
de rassembler tous les ressortissants et les sympathisants TOUM-MEKANG au sein d'une même association afin de promouvoir les oeuvres d'utilité publique TOUM-MEKANG (tous quartiers de la localité après la rivière Mekang à Bamendjou venant de la chefferie)",clos nollet 91200 athis-mons,Essonne,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,TOUM-MEKANG FRANCE,,,,CLOS,nollet,91200.0,Athis-Mons,,AUTRES,2.394838566590852,48.7138033
W913012975,"le sujet n'est pas épuisé ; oui, la condition des femmes est toujours à remettre en question ; En Afrique, particulièrement au Cameroun, le processus de développement est influencé par des traditions fortes ; La place de la femme dans la société diffère quelque peu selon la catégorie sociale ou la région ; Il n'en demeure pas moins qu'elle éprouve généralement plus de difficultés à s'intégrer sur le marché du travail ;
Le niveau de vie dépend du statut social et donc du type d'emploi occupé ; De ce fait, il est évident que le phénomène de pauvreté touchera plus particulièrement les femmes ;
 Elles sont affectées par le chômage plus que les hommes : sur 1000 femmes, 45 sont au chômage tandis que pour 1000 hommes 31 sont au chômage ;
L'objectif donc de l'association est de créer une dynamique pour faire émerger de nouveaux emplois dans la pisciculture, l'agriculture et la transformation de nos produits et ceci de façon locale et avec des techniques modernes et innovantes ;
Notre vision du développement met la femme au centre et a un impact sur trois axes :
Social, économique et éducatif",6 allee helene carrere d encausse 91220 bretigny-sur-orge,Essonne,Île-de-France,INTERVENTIONS SOCIALES,AWU'TE-MENZWI,,,6,ALL,Helene Carrere D Encausse,91220.0,Brétigny-sur-Orge,,AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,2.296067,48.6032071
W913013019,"recueillir, héberger et donner une éducation aux enfants de 3 à 6 ans jusqu'à leur majorité qui est de 21 ans ;
Contribuer à l'orientation et accompagnement  de jeunes filles, plus particulièrement de filles mères isolées en vue d'une réinsertion social professionnel ;",15 avenue des champs lasniers 91940 ulis,Essonne,Île-de-France,INTERVENTIONS SOCIALES,ASSOCIATION COUP - DE POUCE - RURAL ET CITADIN ( A.C.P.R.C ) DU CAMEROUN,https://www.facebook.com/Association-coup-de-pouce-rural-et-citadin-du-Cameroun-112122330622642/,https://www.helloasso.com/associations/coup-de-pouce-rural-et-citadin-du-cameroun,15,AV,des Champs Lasniers,91940.0,Ulis,,AUTRES,2.1697544,48.6845335
W913013691,"restaurer l'écosystème ; Promouvoir les nouvelles techniques de reboisement (SEED BALL) ; Implémenter la règle des 3R (Réduire, Réutiliser et Recycler) en intégrant des déchets comme objets de développement au Cameroun ; Sensibiliser et éduquer les populations à l'économie circulaire et aux énergies renouvelables ; Organiser les journées de ramassage et de tri des ordures ; Promouvoir l'agriculture biologique et les constructions écologiques ; Formation de Green Agents ; Assister les personnes sinistrées et necessiteuses  ; Promouvoir la solidarité et la richesse culturelle Africaine en France ;",6 residence les fraisiers 91940 ulis,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),GREEN LIFE AGENTS,https://www.facebook.com/GreenLifeAgents/,,6,RES,les Fraisiers,91940.0,Ulis,,AUTRES,5.623422425538122,45.26108155
W913013692,"susciter auprès des population africaines et Camerounaise du principe démocratique, de promouvoir l'idée d'un république démocratique et l'amplification de la participation des populations à la gestion du bien public ;
Promouvoir la paix sociale et la responsabilité politique des citoyens, divulguer les connaissances des sciences politiques au population pour qu'est soit apte à comprendre les enjeux des décisions politiques, promouvoir le respect de la constitution et tous les textes de lois qui organisent le fonctionnement de l'état, promouvoir le vivre ensemble",11 rue d estienne d orves 91220 bretigny-sur-orge,Essonne,Île-de-France,ACTIVITÉS POLITIQUES,CAP2025,,,11,RUE,D Estienne D Orves,91220.0,Brétigny-sur-Orge,,AUTRES,2.303975,48.6078391
W921000430,"participer activement à la lutte contre le sous-développement en Afrique et plus particulièrement au Cameroun à travers des actions d'envergure dans divers secteurs tels que l'éducation, l'entraide, la santé, le sport ou les nouvelles technologies",5 rue jean longuet 92290 chatenay-malabry,Hauts-de-Seine,Île-de-France,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,TOGETHER WE CAN  ALLCAMERS,,,5,RUE,Jean Longuet,92290.0,Châtenay-Malabry,,INTERVENTIONS SOCIALES,2.2796694,48.7671355
W921000679,soutenir la candidature de Monsieur Albert Léopold Ebene à l'Election Présidentielle au Cameroun,17 square schoelcher 92220 bagneux,Hauts-de-Seine,Île-de-France,ACTIVITÉS POLITIQUES,CAMELECTION,,,17,SQ,Schoelcher,92220.0,Bagneux,,AUTRES,2.3148951,48.7899837
W921001970,"création et consolidation des relations d'amitié et de fraternité entre les notables batchingou de la diaspora, contribution au développement de Batchnigou et de sa chefferie, village de l'Ouest Cameroun, promotion de la culture Batchingou et la tradition bamiléké en Europe",2 rue moulin blanchard 92220 bagneux,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),CONSEIL DES NOTABLES BATCHINGOU D'EUROPE,,,2,RUE,Moulin Blanchard,92220.0,Bagneux,,AUTRES,2.298176,48.7947138
W921002952,"permettre au sein d'un dispensaire basé à Nyaho Cameroun, l'accès aux soins médicaux aux populations les plus démunis",12 cour1 jean gabin 92160 antony,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASMA ACCES AUX SOINS MEDICAUX EN AFRIQUE,,,12,COUR1,Jean Gabin,92160.0,Antony,,AUTRES,2.2959423,48.753554
W921003575,"réunir tous les ressortissants Bafaw résidant en France pour promouvoir l'amitié et la solidarité entre elles, aussi pour le développement socio-culturelle et économique du département du Mémé au Cameroun, d'où on vient",42 rue jean longuet 92220 bagneux,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION BAFCUDA FRANCE,,,42,RUE,Jean Longuet,92220.0,Bagneux,,AUTRES,2.3172269,48.7996355
W921003680,"montrer la richesse de la culture africaine, développer les échanges interculturels, soutenir l'éducation en Afrique, plus particulièrement au Cameroun",3 avenue raymond aron 92160 antony,Hauts-de-Seine,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,LE COLLECTIF SAWA AFRIQUE,,,3,AV,Raymond Aron,92160.0,Antony,,AUTRES,2.3091044,48.7643283
W921004194,"Unir, chanter des louanges, organiser des représentations, cérémonies, dans le cadre religieux, informer et former tous les hommes et femmes pour témoigner de la parole sainte, assister les membres adhérents et sympathisants dans la détresse,comme dans la joie, agir ensemble pour une bonne image et une meilleure relation entre les membres ; oeuvrer pour la bonne marche de l'Eglise Evangélique du Cameroun-Section France, chanter dans une vision évangélique, pour l'amour, la paix, le bien-être social, économique, culturel et spirituel",17 square victor schoelcher 92220 bagneux,Hauts-de-Seine,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,CHORALE VOIX D'ARCHANGES (USCAM),https://www.facebook.com/cva200/,,17,SQ,Victor Schoelcher,92220.0,Bagneux,,AUTRES,2.3148951,48.7899837
W921004269,"participer à la vie économique, sociale et culturelle de Bana Bah Oroko, établir l'unité et la solidarité parmi la communauté de Bana Bah Oroko, préserver et promouvoir les valeurs culturelles, faire connaître le projet développement de Bana Bah Oroko à la communauté internationale, promouvoir activement l'éducation et le développement économique pour les gens de Bana Bah Oroko en France et au Cameroun, promouvoir la langue française dans la communauté de Bana Bah Oroko au Cameroun, afin de promouvoir la conscience et de la solidarité nationale et mondiale",35 boulevard ornano 75018 paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),BANA BAH OROKO FRANCE (BBO),,,35,BD,Ornano,75018.0,Paris,,AUTRES,2.34718,48.8943081
W921005340,"faire connaitre diverses origines culturelles Antilles,Cameroun au travers des arts suivants,danse,chant,création de costumes traditionnels spectacles et initiations aux jeunes à ces formes d'arts",4 residence du port galand 92220 bagneux,Hauts-de-Seine,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,RACINETHER,,,4,RES,du Port Galand,92220.0,Bagneux,,AUTRES,2.3126496,48.7900634
W921008991,promouvoir la solidarité et valeurs d'amitié ; fraternité excellence ; travail et entraide entre anciens élèves du Liclabaf promotion 1979 à 1984 et leurs sympathisants ; oeuvrer au développement personnel et social de ses membres  ; assurer la promotion du lycée classique de Bafoussam par des actions de solidarité envers les générations d'élèves ; actuelles et futures ; mettre en place des actions de tout genre au bénéfice du Liclabaf au Cameroun et au bénéfice de notre zone de compétence (Europe),22 rue de gentilly 92120 montrouge,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION CLUB TARA EUROPE,,,22,RUE,de Gentilly,92120.0,Montrouge,,AUTRES,2.3313953,48.8172862
W921009071,entraide et aide au développement de la vallée Oli au  Cameroun,7 avenue francis de pressense 92290 chatenay-malabry,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION DIASPORA NKONDO (A.D.N.),,,7,AV,Francis de Pressense,92290.0,Châtenay-Malabry,,AUTRES,2.2775316,48.7670404
W921009192,entraider et promouvoir la scolarisation des enfants du village Nyang dans le département de la Sanaga Maritime au Cameroun,15 avenue albert thomas 92290 chatenay-malabry,Hauts-de-Seine,Île-de-France,ACTION SOCIOCULTURELLE,ASSOCIATION NYANG EUROPE,,,15,AV,Albert Thomas,92290.0,Châtenay-Malabry,,AUTRES,2.260358,48.7653867
W921009203,"venir en aide aux enfants et adultes d'Afrique plus particulièrement à ceux du Cameroun dans un esprit d'union, d'indépendance de tous mouvements politiques et/ou confessionnels",2 parv du breuil 92160 antony,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ACTION POUR LE DÉVELOPPEMENT DU NOUN,,,2,PARV,du Breuil,92160.0,Antony,,AUTRES,2.2959423,48.753554
W921009240,"distribuer des repas et des vêtements, kits scolaires aux personnes en situation de besoin et promouvoir le développement au Cameroun, et tous objets similaires, connexes ou complémentaires ou susceptibles d'en favoriser la réalisation ou le développement",8 allee des glycines 92260 fontenay-aux-roses,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),J'ADHÈRE Ô BASSA,,,8,ALL,des Glycines,92260.0,Fontenay-aux-Roses,,AUTRES,2.2965103,48.7949897
W921009511,aider au développement socio-économique et au bien-être des enfants et des jeunes en Afrique en particulier au Cameroun,9 rue edouard branly 92220 bagneux,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),MOUNA RISE,,,9,RUE,Edouard Branly,92220.0,Bagneux,,AUTRES,2.3104374,48.7876616
W921009759,"favoriser la réalisation d'actions de solidarité et de bienfaisance auprès des populations vulnérables du village Bangou en particulier, ainsi que du Cameroun en général ; Facilitation de l'intégration sociale et professionnelle de la femme Bangou",19 rue de bretagne 92140 clamart,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION DES PERLES BANGOU DE FRANCE,https://fr-fr.facebook.com/Perles-Bangou-de-France-711522075607875/,,19,RUE,de Bretagne,92140.0,Clamart,,AUTRES,2.2396398,48.7821218
W921010088,"promouvoir, faciliter, partager, favoriser le rapprochement entre les ressortissants  BASSA - MBATI - MPO'O du CAMEROUN vivant en FRANCE ; permettre ainsi de créer un élan de solidarité entre les adhérents en vue des échanges et coopérations dans les domaines sociaux, culturels et éducatifs entre la France et le Cameroun et aussi divers pays dans lesquels lesdits ressortissants  sont établis",15 rue albert thomas 92290 chatenay-malabry,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),NDAB  BIKOKO'O PARIS NSAN NI NSAN,,,15,RUE,Albert Thomas,92290.0,Châtenay-Malabry,,AUTRES,2.2775316,48.7670404
W922000358,"regrouper dans la mesure du possible les filles ressortissantes du village Babouantou (Cameroun) et les femmes de ressortissants de ce village quel que soit leur statut matrimonial ; favoriser les rencontres et les échanges entre elles ainsi qu'entre leurs enfants ; leur permettre de mieux se connaître d'échanger leurs acquits respectifs de coordonner leurs efforts en vue de mieux avancer dans la vie ; promouvoir la solidarité, l'assistance y compris financière, sous réserve de l'état des comptes ; entraide entre elles ainsi que les loisirs ; promouvoir et soutenir des actions d'assistance humanitaire matérielle et d'éducation (alphabétisation, santé)",114 bis avenida calle pablo picasso 92000 nanterre,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ALLIANCE FILLES & FEMMES BABOUANTOU,,,114 bis,AV,Pablo Picasso,92000.0,Nanterre,,AUTRES,2.2071267,48.8924273
W922000364,"l'entraide, la solidarité entre les adhérents en fFance, pour une démarche concertée vers l'intégration et la citoyenneté, facteurs de mieux-vivre en France. l'aide à l'épanouissement intellectuel, moral, économique et culturel des adhérents. la solidarité envers la communauté et la quartier de New-Bell au Cameroun (Douala) dans une démarche d'aide au développement",41 rue louis castel 92230 gennevilliers,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,GENERATION NEW BELL FRANCE EUROPE (GENEF),,,41,RUE,Louis Castel,92230.0,Gennevilliers,,AUTRES,2.2992575,48.9156749
W922000840,l'entraide en cas de décès d'un membre (rapatriement du corps au pays natal Cameroun) et dans un futur proche aider les enfants des villages ESSE sud Cameroun à leur scolarisation,25 avenue mary 92500 rueil-malmaison,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SANGOULA (ENTRAIDE),,,25,AV,Mary,92500.0,Rueil-Malmaison,,AUTRES,2.1760423,48.8843194
W922000924,"fédérer les cadres ressortissants de Benamoussadi exerçant à l'étranger ; mettre en commun une plate-forme de compétences techniques diverses et variées en vue de développer des projets d'ordre socio-éducatif à Bonamoussadi (Doudla, Cameroun)",128 rue carnot 92150 suresnes,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION DES CADRES DE BONAMOUSSADI (ACB),,,128,RUE,Carnot,92150.0,Suresnes,,AUTRES,2.2298693,48.8768258
W922001409,"créer et entretenir les liens familliaux, perpétuer les coutumes traditionnelles et de rassembler les filles de bonatene et leurs descendantes ; promouvoir dans la mesure du possible la recherche des aides, des dons, et des partenaraits afin de créer, de développer des oeuvres socio-culturelles à bonatene deëdo Douala Cameroun et en France ; informer, assister et défendre en toutes circonstances, les intérêts matériels et moraux de tous les membres",37 avenue de la commune de paris 95140 garges-les-gonesse,Val-d'Oise,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),TENE-TENE ASSOCIATION SOCIO-CULTURELLE LES FILLES DE BONATENE ET LEURS DESCENDANTES,,,37,AV,de la Commune de Paris,95140.0,Garges-lès-Gonesse,,AUTRES,2.399266,48.9711306
W922001564,"venir en aide aux orphelins et aux enfants en situation de précarité du Cameroun, en leur fournissant des outils scolaires, des jouets de noël, etc.",177 avenue henri barbusse 92700 colombes,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,CERAM (CERCLE DES AMI(E)S DU MILLENAIRE),,,177,AV,Henri Barbusse,92700.0,Colombes,,AUTRES,2.2531242,48.9141029
W922002004,"organiser les célébrations du cinquantenaire de la fondation de la mission de Zoétélé (Cameroun) par le Père Charles Stintzy ; produire, créer, distribuer et diffuser tout support d'information et de communication relatif au cinquantenaire de la mission de Zoétélé et d'en assurer la médiatisation sur tout support de presse écrite et audiovisuelle, y compris internet ; de manière générale, organiser, produire, créer, distribuer et diffuser toute action ou tout événement en lien direct ou indirect avec les célébrations et la mission",9 11 vill1 de villiers 92200 neuilly-sur-seine,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),CINQUANTENAIRE DE LA MISSION DE ZOETELE,,,9/11,VILL1,de Villiers,92200.0,Neuilly-sur-Seine,,AUTRES,2.2695658,48.884683
W922002377,"entraide, solidarité entre les adhérents en France, pour une démarche concertée vers l'intégration et la citoyenneté, facteurs de mieux-vivre en France ; aide à l'épanouissement intellectuel, moral, économique et culturel des adhérents, solidarité envers la communauté et le quartier de New-Bell au Cameroun (Douala) dans une démarche d'aide au développement",45 rue lambrechts 92400 courbevoie,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,GENERATION NEW BELL FRANCE EUROPE (GENEF),,,45,RUE,Lambrechts,92400.0,Courbevoie,,AUTRES,2.2581492,48.8982072
W922002625,"union, entraide et liaison permanente entre les Bamboutos (originaires du Cameroun) ; sauvegarde de leur patrimoine culturel",40 rue benoit malon 92800 puteaux,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),"ASSOCIATION CULTURELLE DES BAMBOUTOS DE FRANCE
(ACBF)",https://fr-fr.facebook.com/Association-Culturelle-des-Jeunes-Bamboutos-de-France-ACJBF-153304318651/,,40,RUE,Benoît Malon,92800.0,Puteaux,,AUTRES,2.2419743,48.8807326
W922002774,exercice du culte chrétien selon la tradition de l'Eglise Protestante Camerounaise,55 avenue avenue frederic etage irene joliot curie 92000 nanterre,Hauts-de-Seine,Île-de-France,ACTIVITÉS RELIGIEUSES/ SPIRITUELLES OU PHILOSOPHIQUES,PAROISSE ANTIOCHE,,,55,AV,avenue Frédéric et Irène Joliot Curie,92000.0,Nanterre,,AUTRES,2.2071267,48.8924273
W922002892,"contribuer à l'aide et au développement de populations rurales de la haute Sanaga (Cameroun) dans le but de soutenir les localités qui en dépendent ; les projets principaux sont l'aide à la scolarisation des enfants, la santé des populations concernées, l'animation des communautés locales",14 rue du haut de la noue 92390 villeneuve-la-garenne,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION KOULOU,,,14,RUE,du Haut de la Noue,92390.0,Villeneuve-la-Garenne,,AUTRES,2.3264204,48.9349458
W922003527,"créer des liens de solidarité autour de l'échange, du partage,  de l'entraide, entre les populations restées à Mbonjo et les fils et filles de Mbonjo de France ; organiser des actions d'entraides et de sensibilisation dans le domaine éducatif, de la santé et du social à Mbonjo, au Cameroun, et en Afrique ; promouvoir au travers de projets et de réalisation la pérennisation des activités au village ; l'association a également pour objectif l'organisation de l'entraide de ses membres à travers les évènements heureux et malheureux",35 rue royer bendele 92230 gennevilliers,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),NWAPAO MU BON BA MBONJO I FRENSI,,,35,RUE,Royer Bendelé,92230.0,Gennevilliers,,AUTRES,2.2991803,48.9165096
W922003901,"promouvoir la solidarité et l'entraide entre les ressortissants du village Baboutcheu-Ngaleu en France et au Cameroun ; promotion et développement de la culture Baboutcheu ; participer au projet de développement du village Bab-Ngaleu ; import, export",2 avenue felix faure 92000 nanterre,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),KWESSI PWE POUTCHEU DE FRANCE,,,2,AV,Félix Faure,92000.0,Nanterre,,AUTRES,2.2141427,48.8857859
W922003974,"aider les jeunes au Cameroun pour l'étude des techniques et technologies automobile, réunir les bonnes volontés et organiser le soutien aux personnes en difficulté dans le domaine, faire la promotion et l'éducation des jeunes en technique et technologie automobile en difficulté, favoriser la solidarité entre les européens et les africains, favoriser et pérenniser l'emploi au Cameroun, création d'une école à Douala au Cameroun : E2T'AUTO (Ecole des Techniques et Technnologies Automobile) ; récolter des dons afin d'améliorer les conditions d'éducation au sein de E2T'AUTO ; trouver des professeurs bénévoles pour la formation de ces jeunes au sein de E2T'AUTO",134 b rue louis rouquier 92300 levallois-perret,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AJETTA : AIDE AUX JEUNES POUR L'ETUDE DES TECHNIQUES ET TECHNOLOGIES AUTOMOBILE,,,134 B,RUE,Louis Rouquier,92300.0,Levallois-Perret,,AUTRES,2.290375,48.8921717
W922004037,venir en aide au développement du Village Dehane au Cameroun ; lutter contre la misère ; apporter une aide au moyen de la réalisation des projets de développement de terrain ; éducation aux populations déshéritées ; faciliter l'accès à la santé ; la solidarité sociale ; aider à la scolarisation des enfants ; fournir de l'aide matérielle et didactique à l'école ; créer des formations pour les jeunes adultes ; favoriser les échanges culturels,15 rue de rosnay 37550 saint-avertin,Indre-et-Loire,Centre-Val de Loire,AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,ASSOCIATION LE COEUR SUR LA MAIN POUR DEHANE  A.C.S.M.P.D,,,15,RUE,de Rosnay,37550.0,Saint-Avertin,,AUTRES,0.7178303,47.3528183
W922004092,"être un vecteur de socialisation ; pour cela s'appuyer essentiellement sur les axes suivants : la culture, la protection sociale et l'éducation, le sport et la réalisation de projets humanitaires car la solidarité et le principe de vie de ses membres ; les actions humanitaires se feront dans un premier temps au Cameroun via l'association relais Empire du Coeur Cameroun",55 quai de dion bouton 92800 puteaux,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,EMPIRE DU COEUR,,,55,QUAI,de Dion Bouton,92800.0,Puteaux,,AUTRES,2.2497369,48.8843761
W922004863,"venir en aide aux populations défavorisées ou définies comme telles, sur tout le territoire africain en général et sur le territoire du Cameroun en particulier",84 avenue chandon 92230 gennevilliers,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),DIASPORA SOLIDAIRE AFRICAINE (D.S.A.),,,84,AV,Chandon,92230.0,Gennevilliers,,AUTRES,2.303648,48.919719
W922005012,l'entraide la solidarité entre les adhérents en france pour une démarche concertée vers l'intégration et la citoyennté facteurs de meiux-vivre en france ; l'aide à l'epanouissement intellectuel moral économique et culturel des adhérents ; la solidarité envers la communauté et les familles au cameroun dans une démarche d'aide au développement,46 avenue pablo picasso 92000 nanterre,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,"FAMILLE NGO BOOH D'EUROPE
(FABE)",,,46,AV,Pablo Picasso,92000.0,Nanterre,,AUTRES,2.216173556818184,48.8902625
W922005683,"contribuer au développement des populations des pays du Sud ; initier et promouvoir les activités, information, éducation, formation, soutien, encadrement, qui favorisent l'intégration, l'insertion et l'émergence des femmes et des jeunes filles issues des migrations en France, en Europe et dans les pays du Sud ; favoriser la prise en charge des problèmes de consommation en France, en Europe et dans les pays du Sud ; créer et diffuser des outils pédagogiques pour des utilisations diverses ; initier et promouvoir les activités pour la culture Française et celle des pays du Sud en particulier le Cameroun ; oeuvrer pour le renforcement des capacités de structuration, d'organisation et de gestion des associations en France, en Europe et dans les pays du Sud ; défendre les intérêts matériels et moraux des membres de l'association",6 rue gustave rouanet 75018 paris,Paris,Île-de-France,ÉDUCATION  FORMATION,CONSOMMATION ET DEVELOPPEMENT (CONSODEV),,,6,RUE,Gustave Rouanet,75018.0,Paris,,AUTRES,2.340543,48.8964262
W922006562,"la cohésion familiale, la préservation du lien familial entre les générations en vue du rapprochement de ses différents membres ; entraide et solidarité ; soutien et assistance dans le domaine de la santé, de l'éducation et de l'intégration sociale ; toutes formes d'aides et d'actions ponctuelles pouvant aider ses membres surtout au Cameroun",123 boulevard victor hugo 92110 clichy,Hauts-de-Seine,Île-de-France,DOMAINES DIVERS/ DOMAINES DE NOMENCLATURE SITADELE À RECLASSER,ASSOCIATION BONAMINA,,,123,BD,Victor Hugo,92110.0,Clichy,,AUTRES,2.317822,48.902293
